,Body,Year,Positive,Neutral,Negative,Compound
83,"Hey anyone here keen on getting Indonesian teak furniture? I'm buying some loose ones from Indonesia, but the shipping is minimum a 20ft container. Anyone wants to ship together? I'll prorate by CBM.",2016,0.0595,0.91225,0.02825,0.048925
84,You buying from catalogue or what?,2016,0.0,1.0,0.0,0.0
85,another online furniture shop at Hewn | Rustic Solid Wood Furniture | Singapore. reclaimed teak. Scandinavian type look.,2016,0.046000000000000006,0.954,0.0,0.05103333333333334
86,"anyone know where to get good wood for rack, like teak, maple, cherry, walnut or any good grain wood",2010,0.342,0.658,0.0,0.8074
87,Try the furniture shop at Alexander Food Village. Run by a very old couple.,2010,0.0,1.0,0.0,0.0
88,"srsly, buy a teak wood table only $600 that can last till your grandchild",2019,0.0,1.0,0.0,0.0
89,"12 inch by 2 inch, indonesian teak This image has been resized.Click to view original image can't rmb the total square feet liao",2016,0.099,0.901,0.0,0.3182
90,Same here. Indonesian teak. Mine is 400x72mm. I purposely ask for the biggest if not v 'dazzling' haha.,2016,0.0,0.94075,0.05925,-0.08925
91,i know what u mean your parquet should be quite ex cos bigger strips at that time was only given 2 size choices of indo teak as the bigger ones no more stock so chose the larger option if not need to change to burmese which was much pricer than indo but i felt abit bohua...,2016,0.0,0.97,0.03,-0.1531
92,"Our offline purchases As the saying says.... BBBMTL! (Buy Buy Buy Mai Tu Liao!) especially when there is a sale... since there is not much of a difference if you buy now or later... since there is a sale... might as well! Especially if it is a necessity and not want for your new home. For furniture, since ours a mainly a Scandinavian theme, we go for mostly pencil leg furniture... which makes our living space looks bigger. TIP: - Sign up for Robinson OCBC card, it will be very useful especially the additional 5% cash rebates + close door sales for members! - Takashimaya vouchers is very valuable as it has no expiry date! So store it for your new home purchases! Any other vouchers like Robinsons voucher also very valuable to save further for your home needs purchase. Furnitures: 1. Comfort Design Furniture - http://www.comfortfurniture.com.sg/ We find their prices slightly more competitive than Castlery. Quality wise is still very decent for this price. We bought our Sofa set, Dining Table set (bench + 2 chairs), small coffee table. 2. Scanteak - http://www.scanteak.com.sg/ This is more of a want... as I quite love the solid build of their furniture, so decided to splurge on their bed frame for the Master bedroom and also a small sturdy table that is on sale to hold my dry cabinet of my precious camera equipment. 3. Muji - http://www.muji.com.sg/ My wife love their stand mirror (full length), since we got a $30 313 voucher which we got from the purchase of a Sony TV, might as well! 4. Robinsons - http://robinsons.com.sg/ We missed out on their black friday sale to purchase their Simmons backcare 4 series mattress which goes as low as $3.2k after discounts and members rebate as my friend's card limit wasn't enough, and that pushes me to go apply the card myself lol. We placed a $200 deposit with Robinson Bedshop (look for Sheila if you want to purchase Simmons mattress) at their Heeren branch. This effectively locks their price (which ever is lower when there is a promo). So as of now we are still waiting for their additional 10% card member rebate... We also bought loads of other stuffs which I will cover later below. 5. Inkagu - https://www.inkagu.com/products/shin-ju-mattress Always see their special price mattress ad on Facebook and since it cost only $299... so BBBMTL, this is for our guestroom. 6. Ki-mono - http://www.ki-mono.net A pity they are closing down... they have very nice japanese theme furnitures which we can match our Scandinavian theme. We bought a rack for kitchen use and also a clothe rack at very attractive closing down sale price. Appliances: 1. Sony store @ 313 Just happens so... my buddy's wife works at Sony so yes! we can get staff price. Bought Sony TV KDL-55W800C at $1.2k+! Cheap right? 2. Heritage Bathroom Gallery Ironically we didn't buy any bathroom stuffs from them but bought from them a Fujioh hob & hood set and Bosch oven ($50 cheaper than other shops we went!). 3. Gain City Initially we wanted to buy our Electrolux washing machine & dryer from Paris Silk but they cannot hold stock for us too long... so in the end we went to Gain City to buy from them. Price slightly higher than what was quoted by Paris Silk. 4. Tim Wong (Aircon) from Renotalk - For our Mitsubishi Starmex (2 tick) air con 5. Mega Discount (Kallang Leisure Park) - https://www.megadiscountstore.com.sg/ Initially we are eyeing a Hitachi or Mitsubishi refrigerator but after the sales person show us what a Samsung fridge can do and the build quality + door test... we are sold! Just hope that it doesn't *chibaboom* later! lol 6. Robinsons Used my wife's vouchers ($350) to buy Zojirushi Induction Heating Rice Cooker NP-HBQ10 which is at promotion price $489 but we only paid $139! Got a free rice stocker as well. 6. Philips Carnival Sale (once a year!) Bought some stuffs during the sale last year, steam garment iron + iron + toaster + kettle. 7. AOSBath - https://www.aosbath.com/ Bought a 40L digital model storage heater (AO Smith) for convenience and electricity savings. 8. HT Lighting (Johor Bahru, Permas Jaya) - http://www.htlightings.com/ Bought ceiling fan Aeratron AE3 50' Light Oak color for 1480rm, SG selling this for $1099 SGD! If anyone need their sales contact number (via whatsapp) to check price before going in to buy let me know! Others: 1. Hansgrohe We bought a bundle deal during their warehouse sale last year October. We was given a 25% voucher which we went to buy additional Tap and shower set for the common toilet. 2. Robinsons Too many things to buy here especially kitchen use... Le Creuset, WMF, Corelle, Lock & Lock, Bodum, bedsheets etc during their member or public sale! We also make use of my wife's Citibank redemption of Robinson vouchers as well. I also got my NS voucher which I am keeping to buy the Simmons mattress haha 3. Takashimaya I accumulated $230 voucher prior to this... bought a tefal air fryer on promotion at $279... so we only paid $49 for it LOL 4. IKEA Bought their pull out cabinet to be integrated with our kitchen cabinet. Also bought accessories for kitchen use. 5. Hoe Kee They are the only one carrying Blanco brand for kitchen sink in SG, so not much of a choice! 6. Big Bath (Johor Bahru) -http://www.bigbath.com.my/ Since we went to HT Lighting to buy ceiling fan, drop by here to bought some bathroom accessories from them, automatically given discount without asking haha. Let me know if you need any details of our purchases above. Too many purchases to go into detail here",2017,0.07614492753623188,0.9108695652173913,0.013,0.14674927536231883
93,hey im planning to custom make some loose furniture using teak hardwood from indonesia. anybody wants to combine? need 1 huge container minimum,2016,0.14466666666666667,0.8053333333333333,0.049999999999999996,0.0
94,"Of cuz la bro.. I also got people who told me ""why don't you take your pre-wedding shoot in Malaysia.. cheaper than SG"" ""Why don't you hold your banquet in Malaysia or some ulu restoran.. cheaper than SG/hotel"" ""why don't you buy your furniture from taobao.. 1 dining table full solid teak 300SGD vs your retail shop 2200SGD"" I always arm chio and reply because I'm lazy and can afford it",2020,0.012,0.952,0.0365,-0.2553
95,"I don't think the issue is size of the flat but how come it will cost. You'll be surprised how much a 2 room flat renovation can cost if you go crazy and use marble flooring in the toilet, oak flooring in the flat and built-in furniture made from teak. There are some contractors who are only interested in big money projects but most I think will accept small jobs. If you know exactly what you want then you just need a contractor. Tell him what you want and that's it. But if you are totally clueless then you need an interior designer who will give you advice, draw out plans for you and both of you basically work out what suits you best. I think $30K is quite ok for a 2 roomer. I have a 3 roomer and my reno came up to around $52K. I went to an interior designer BTW. I changed all the electrical wiring, all the water pipes, re-did the flooring (tiles in kitchen & bathroom, vinyl in the other rooms), replaced all windows, had built-in furniture, cove lights, down lights, had cat 6 RJ45 ports in all rooms, feature wall at the TV console, etc. So yeah $30K seems fine for a 2 roomer.",2014,0.13036363636363638,0.8566363636363636,0.01309090909090909,0.17477272727272727
96,Much appreciated thanks!,2014,0.867,0.133,0.0,0.7574
97,"Depends on which part of the house you want to set up. In China and India, I still see ppl using solid wood. In Taobao, some shops will tell you the natural finishing they use. Not sure are they reliable though. Scanteak all these sell solid wood furniture. If you really need to buy in sg those rtm cheaper solutions. Particleboard release the most voc, followed by plywood then butcher blocks. Rattan wood furniture are strong and good, not expensive. Imo they are very good for sofa frames. Kitchen is harder but kitchen should always be airy, those fumes from stir frying, braising all release carcinogens to the air. That's why many house wives got cancer. Maybe the kitchen top use tiles or stainless steel. Most contractors cut cost by using the cheapest material.",2015,0.13492307692307692,0.7767692307692308,0.08830769230769231,0.0655
98,that means no custom carpentry cabinate for kitchen and also wardrobe? since most of the time the carpentry use either soft plywood or hard ply wood. The Voc from plywood is from the chemical use to process of glue the plywood together?,2015,0.0,0.9096666666666666,0.09033333333333333,-0.1329
99,"yeah is the glue. If custom made, by right you should be able to tell them use solid wood, and they will surely charge you crazy prices. In SEA, we have many good wood, like Tembusu(even sg have), Teak and such. Our trees here can tahan heavy rain so should be something. I believe most carpentry in SG are done in Malaysia, so sourcing from there may be cheaper. I forgot about using what finish, many lacquer and oil are natural and safe to use. When you do custom made furniture, remember to NEVER conceal your air con pipes or whatever pipes inside it. Air con or whatever pipes must be as easy to replace as possible.",2015,0.1735,0.81525,0.011125,0.29112499999999997
100,My friend's semi-D the developer already included 1 very long white corian top island extending out from 1 wall (no sink nor hob) - I have personally used that island for preparing scones for tea there before (built-in ovens in the kitchen behind) Correct terminology here is a PENINSULA (attached on 1 side to a wall etc) and not Island which is free-standing useful as partial storage for food barang barang n with drawers for cutlery n as spacious 2nd dining area for gatherings - together with the round teak dining table there Right behind the island against wall is 1 sink next to the huge 2-door fridge that wall leads into the enclosed kitchen behind Something like the pics below - except much longer & wider extending from wall with drawers at 1 half-end Spoiler!,2016,0.077,0.923,0.0,0.8313
101,"not sure i want or need someone who specializes in customized carpentry. u mean a contractor cannot make something like this? its just a tall full height cabinet to put oven then infront of it put a freestanding counter called an ""island"". the sound of customized carpentry already sounds expensive. im not trying to build an intricate altar made with burmese teak and with carving or whatever. anyway i did meet up with contractors renotalk ppl recommended. i met the famous mr. k of h2o interior, someone whom i need to ""book"" at least 2 weeks in advance. hes not cheap and is extremely busy. i've met 11 contractors so far and will be dropping the idea of a contractor now. so done with them. today i met my 2nd ID, out of 5 that qanvast recommended. its a lady and shes young and energetic, totally gets me and my concept of midcentury modern/european dark grey concept. she showed me her instagram and she did alot of projects like that, some of which i already faved on qanvast. we're totally on the same wavelength and i dont think i needed to explain to her much. she knows what ""laminate laid in herringbone pattern"" or what ""carrara marble"" looks like. now its just the price factor. definitely will be pricier or on par with contractors but its nice to meet people like that. after i meet the ones qanvast recommends, i will meet up with other IDs to see the price difference and then i will decide! so yes pls feel free to pm me the contacts of yr ID.",2017,0.10221052631578947,0.8703684210526316,0.027421052631578947,0.17740526315789473
102,"A contractor need not necessarily be a carpenter. A main contractor manages the sub-cons which includes hacker, carpenter, tiler, electrician, etc. A laminate is one piece of laminate. What you mean is a herringbone pattern or a laminate that has harringbone pattern. No one cuts laminates into pieces and lay them as a herringbone pattern (laminate laid in herringbone pattern). or do you mean laminate flooring? in the industry, laminate is assumed to be the piece of laminate (one choose) as a finish on a plywood (carpentry). Carpentry is customized. Carpentry is made according/customized to the size, use, etc of the space.",2017,0.0,0.9747777777777777,0.025222222222222222,-0.05852222222222222
103,"more sharing of nice things I come across re : Reno + Interior DÃ©cor ideas ... some very pretty light stuff from the Polyvore site in the US at S$ prices n shipping - some small items like teak panels + dÃ©cor cushions + art prints from the UK + mugs + ID items etc are STILL affordable http://www.polyvore.com/home/shop?category_id=100 eg Asian Trellis only S$57.60 - instead of a Metal Gate for your plants - for that Vertical Growth GREEN Wall ? http://www.improvementscatalog.com/imp/365127 Our garden trellis promotes growth for new plants and is ideal for small gardens. This elegant eucalyptus trellis makes it easy to cultivate climbing plants and flowers and its vertical design is perfect for smaller and larger outdoor areas. â€¢ The interesting cut-out design is inspired by traditional Asian decor â€¢ Garden trellis comes with L brackets so you can erect a freestanding display on a patio or deck [ADAPT for a sunny Indoor Wall bah ] â€¢ Another option, use the included ground stakes to create a beautiful backdrop in your garden â€¢ In natural to give the illusion of plants that flourish on their own â€¢ Can be used in gardens of all sizes, but works exceptionally well in small gardens since it encourages vertical growth IF I had too much money to spare and would like to be pretentious/atas n sleep in rich style - maybe this S$7,499++ Julia King Tufted Bed from Haute House ? http://www.neimanmarcus.com/Haute-Ho...CS_003=5630585 About Haute House: Haute House is a Hollywood-based design and manufacturing company that creates haute couture furnishings for the home. Designer and owner Casey Fisher has been designing furniture for years as an upholstery, textile, and retail space stylist. Instead of designing a line offering just one look, the Haute House line consists of three looks that offer something for every taste. However, there is one element present in every Haute House designâ€”a great sense of style. Spoiler!",2016,0.16466666666666666,0.8353333333333334,0.0,0.49904444444444446
104,Yes bro: it is 45cm height and 50cm depth. You can find it at Teak and Mahogany,2020,0.126,0.874,0.0,0.20095
105,"Just want to warn nice folks here not to use this mover which my friend engaged a month ago. The company is Premier Transport and Mover Services at 22 Sin Ming. The sales guy and supervisor name is Alex **82799482**. This Alex charged them $880 to move their stuff from a Holland 3 rm flat to Jurong East but did not complete the job. The movers were supposed to come another day to move the rest of the stuff and help setup his teak wardrobe, wooden bed but did not keep to their promise. Have also damaged some of their stuff. Have been siaming my friend's call for more than 3 weeks. Called the company, the secretary said boss always overseas, can only call Alex to settle. They ding dong him here and there but did not solve his problem. Poor guy now don't have a bed to sleep. The worst thing is he run out of budget and have 2 young children to look after. My friend and his wife are very nice and kind couple. Probably too nice thus bully by these ppl. This Alex is really very heartless and irresponsible, I hope nobody will use them. FYI, this company charges by hr. On the surface looks cheap but I think the workers take their own sweet time to do the job. Thats how they con ppl money like what they did to my friend. Be careful of such unscrupulous company. Anyway some of our friends and I came out with some money to help him out. Hope the mover we use from the recommendations in this forum will be better.",2016,0.16865,0.7216,0.1097,0.128915
106,"Yes moi bought from teak and co too. Salesperson also called Ben. Pay liao then tell u 2 weeks later can deliver. After that no sound no peekture, tell u need another 2 weeks more due to shipment delay. Need to keep chase and chase. Nearly wanted to go case and sct for it. Pui. But the cashier chio. Look like some ah lian milf piakable",2021,0.06355555555555556,0.8781111111111111,0.058333333333333334,-0.0033777777777777743
107,Thatâ€™s why you ate cai png because your money got cheated and no money to eat other thing?,2021,0.0,0.744,0.256,-0.6705
108,"Kitchen and level one guest toilet, very small and doesn't come with a shower. This image has been resized.Click to view original image This image has been resized.Click to view original image The balcony, we will be transforming this into a cafe-ish with a glass roof and wooden decking. This image has been resized.Click to view original image Another perspective of the balcony, the previous owner actually installed a roller shutter. We will be keep the roller shutter but it will most likely be opened all the time since we will be building a glass roof to make it into an indoor space. This image has been resized.Click to view original image We will be installing teak strips onto the steps and staircase landings. This image has been resized.Click to view original image 3 bedrooms and 2 toilets on the 2nd storey. This image has been resized.Click to view original image Master bedroom, which comes installed with roller blinds by the previous owner. This image has been resized.Click to view original image MBR with en-suite bathroom This image has been resized.Click to view original image",2020,0.09475,0.90525,0.0,0.29845
109,"Yupp, shifting to a new house! Realised lots of SG items are overpriced and are imported from China directly despite claiming its made in SG. Saved lots by buying from Taobao. The next purchase will include a large wooden (teak) swing retailing at $1999 locally but a similar one costs only $900+ on taobao. Will hoot this with the alternative forwarders since EZbuy rejected this item",2018,0.0718,0.882,0.046200000000000005,-0.017820000000000013
110,many local furniture shops are like that de...,2018,0.263,0.737,0.0,0.3612
111,"Single slab wood is nice for study desks but if you make it into L-shape, it breaks the flow at the corner and does not look nice. Unless you get the curved ones.",2020,0.0915,0.9085,0.0,0.3404
112,"If you're okay with used, get a solid wood/teak desk on carousell, they're r/bifl",2021,0.241,0.759,0.0,0.3612
113,mahogany vs teak lol,2020,0.483,0.517,0.0,0.4215
114,"Have!! I just read 2 articles this week. 1 specialises in teak, 1 in bamboo
 
 
 
 
 
 Edit: https://www.ricemedia.co/culture-people-sisters-dream-furniture-shop-sme/ can try hit them up",2020,0.0,1.0,0.0,0.0
115,"Iâ€™d been telling my friend about how I was shocked to realize that if I invited my whole family, plus close friends, to my hypothetical wedding and gave my hypothetical husband an equal number for his side, Iâ€™d have way more guests than I ever envisioned for the small wedding Iâ€™d want. And he chided me; according to him the wedding banquet is not for you/your marriage but for your families, to â€˜thankâ€™ them for raising you to that point. As a dowry he gave his in-laws 5 tables (ie all the ang paos). Like, what? First of all - how is it ok to pay a family for a human being these days? And I think even my parents would agree that if I have 5 figures to spend, itâ€™s better to put it towards creating a perfect forever home, which will last two decades instead of two hours. And as for counting on ang paos (which he says will cover the costs anyway so who cares what you spend), if you wanna serve people dinner for money, open a restaurant. Ang paos and wedding presents are bonuses and well wishes, and who knows how many cheapos youâ€™re related to anyway. I was invited to a wedding at MBS once; I barely knew the guy and I knew I was just a seat-filler, not to mention I was a broke student at the time. Iâ€™m not gonna say the admittedly meager ang pao I gave was the deciding factor, but Iâ€™m not sure itâ€™s coincidence that neither bride nor groom spoke to me again afterwards. Iâ€™m personally not particularly keen on putting on a show for people I barely know, and Iâ€™d rather have quartz countertops and a CZ ring than a 1+ ct diamond. And spending thousands on a dress youâ€™ll wear once? Pfft. Thatâ€™s a solid teak dining table right there.",2020,0.14214285714285713,0.8300714285714286,0.027785714285714285,0.19850714285714285
116,"If you want to splurge on teak, we got a fabulous table from Golden Teak at Tan Boon Liat. Their factory is in Surabaya though.",2020,0.1135,0.8865000000000001,0.0,0.28595
117,"Nah. My teak wood furniture has been around for 20 years at least, and still looking good.",2020,0.081,0.419,0.5,0.16885
118,the helping hand at kovan if you want teak wood,2020,0.489,0.511,0.0,0.6908
119,"Rational - King koil mattress and bed 
 
 
 
 Emotional - Sealy Posturepedic - coz we deserve the best sleep right?
 
 
 
 Rational - dining table from ikea / 42
 
 
 
 Emotional - Teak / Suar wood table craved from a single block of wood because you love the grain and it will add character to your home 
 
 
 
 Rational - $1.50 - $2.00 psqf tiles for your flooring 
 
 
 
 Emotional - $6 - $8 psqf Spanish tiles that came make even 3 room flooring shoot up to 10-12k$ 
 
 
 
 You get the picture. 
 
 
 
 1. Know your budget 
 
 
 
 2. Know your cash flow (if you know this then you can figure out how you can spend a little more but can afford to pay for it in the coming months comfortably. Note - comfortably means not giving up food, lifestyle etc)
 
 
 
 3. Talk over decisions and make them jointly.",2020,0.10457142857142857,0.8545714285714285,0.041,0.23481428571428573
120,"i just ship all my teak over from indonesia, probably cheaper as well",2019,0.16,0.84,0.0,0.2732
121,"http://thehelpinghand.org.sg/
 
 
 
 its a yellow ribbon project that focuses primarily on teak furniture new and used. give them a visit, i got entire teak wood sets that were 1/4 of the price you get in the boutiques.",2018,0.0,1.0,0.0,0.0
122,"**Good** - Solid hard wood is the best option as they tend to be the most resilient. E.g oak, walnut, teak(most common here). Also commands a high price usually.
 
 
 
 The muji oak bed frame appears to fall into this category although the legs are glued together instead of being a solid piece. Still great for its price though.
 
 
 
 **Okay** - Rubber wood is a common hard wood here but isn't as premium as the ones listed above. Tends to be susceptible to rot and does not last as long. Commonly sold here with a veneer applied on it to make it appear premium.
 
 
 
 **Bad** - MDF is just unwanted wood scraps and saw dust with glue added to it and then pressed into a board. Also common here and sold with veneer applied to appear more premium. Plywood is another example.",2018,0.07354545454545454,0.9055454545454545,0.02090909090909091,0.10543636363636363
123,"If you like the Scandinavian look check out mountain teak or ethnicraft. Pricey but made of solid wood. 
 
 
 
 I ordered some stuff from Muji, feel it is pricey for MDF but like the design. Their solid wood tables seem cheap for the materials and construction quality. But the aesthetic wasn't to my taste.",2018,0.155,0.845,0.0,0.24858
124,"Depends on what is your budget or what you mean by recommended. Places like Lush, Comfort Furniture, Hip Van they get their stuff mostly from Malaysian factories. Pull aside the product branding (e.g Nesthouz) and you get....Hin Lim Sdn Bhd (http://www.hinlim.com/). **In other words, overpriced Malaysian furniture being sold to Singaporeans under fancy brands. Do yourself a favor and avoid them.** 
 
  
 
 
 
 Teak furniture is also similar as teak has many grades. Scanteak is reasonably price for their stuff and I got no complaints so far. There is also Mountain Teak, Originals and Teak Avenue but those are expensive shit. I am using a bedframe from Widhardja. The quality is rough, but the wood is ok so far. Have another bedframe from Castlery and it was ok.
 
 
 
 Ikea, I have no experience with their big items (beds, sofas or kitchen) but simple small stuff was ok. Feedback on those big items tend to be mixed.",2017,0.09066666666666667,0.83575,0.0735,0.039724999999999996
125,"The Helping Hand @ Kovan for any teak wood furniture. The place employs ex offenders so you kinda get the 'good feeling' when you buy from there. The price is okay, sometimes they have really good deals but you have to keep a lookout of their Facebook page bc thats where they announce all the deals. Furniture seems to be very long lasting but most of the furniture here are towards those simple design type.",2017,0.18875,0.78075,0.03025,0.29814999999999997
126,"Can check out redsagaseeds @ 21 ubi rd 1
 
 Been there and they have many old rosewood / solid teak products at quite cheap prices. Probably 1 of the cheapest around I seen but if I am not mistaken, there old wood from 2nd deals.",2017,0.10699999999999998,0.893,0.0,0.27405
127,"TIL Helping Hand has a movers unit, the only thing I know of them is the teak furniture. Thanks for sharing the rec, will consider using them if/when I ever move.",2017,0.3205,0.6795,0.0,0.6752499999999999
128,"&gt;Why people choose laminated furniture over solid wood furniture
 
 
 
 laminate is the cheapest. it's synthetic sheet glued over engineered wood. it comes in all kinds of designs.
 
 
 
 veneer is more expensive. it's a thin sheet of real wood glued over engineered wood.
 
 
 
 solid is the most expensive since it's a single piece of wood. in singapore teak is easily available (not necessarily cheap) and quite durable.
 
 
 
 there are a number of good wood furniture dealers in tan boon liat building.",2016,0.08887500000000001,0.911125,0.0,0.14251250000000001
129,"haha I currently am :) I used a similar table called Geekchic before, and it's really good! An oak dining table or teak is already S$1000-3000 here, this gaming table is 25%-100% more. Yeah it's not cheap, but it's oak, not MDF or plywood.",2016,0.20033333333333334,0.7996666666666666,0.0,0.3372
130,"I think there is actually a huge opportunity for this, because the group who can visualize stuff in sketchup and who knows how to design stuff in carpentry is very small. I get most of my furniture made in Indonesia, and the manufacturers designer has a bit of princess syndrome, so whenever I point out that Iâ€™d like something differently itâ€™s weeks before I get any feedback. But I canâ€™t design to the degree that it works for three woodworkers. If you can do both then there is a huge market. In SG, if you want to have furniture that is nice (rules out most teak shops), functional (rules out designer shops) and durable (rules out IKEA), youâ€™re out of luck even if you have deep pockets. And lots of Singaporeans have very deep pockets. 
 
 
 
 If I were you, Iâ€™d spend a year looking at popular furniture pieces and hone my skills in (a) rebuilding them in sketchup and (b) â€œoptimizingâ€ them. Donâ€™t just design a bedframe - design a bedframe with internal cable channels so you have reading lights and charging pads built-in. Etc etc.
 
 
 
 I would not go down the road of interior design - itâ€™s too heavily dominated by built-in crap. But quality wooden functional furniture, made to measure - thatâ€™s a largely unoccupied market.",2021,0.06536363636363636,0.9211818181818182,0.013454545454545453,0.18826363636363636
131,Second Charm makes great custom teak furniture. I bought many pieces from them 6 years ago. All still look amazing.,2021,0.37833333333333335,0.6216666666666667,0.0,0.4547333333333333
132,"Highly recommend custom made ones.
 
 
 
 Here in Singapore in might be on the pricier side but boy do they last.
 
 
 
 The teak sofa and singlewood teak table my parents bought 20+ years ago are still going strong.",2021,0.194,0.8059999999999999,0.0,0.31023333333333336
133,"Hi,

I'm looking for teak furniture stores in Singapore or even in the Johor area. I would like to buy a few things but also not looking to spend a fortune so would like to shop around.

appreciate the help!

Kat",2021,0.2695,0.7305,0.0,0.3256
134,ScanTeak springs to mind.,2021,0.0,1.0,0.0,0.0
135,"We have majority of our furniture in teak and all the places (around 20 I believe) we visited were found via googles. It is really not that difficult. You may not have their catalogues published on-line but soon you start searching you realize that majority of them are in a few locations only like Dempsey area, Furniture Mall, Sungei Kadut Loop/Ave (less popular, at least 5 shops with teak stuff), a small furniture mall on Upper Bukitt Timah, opposite to BT Natural Reserve and next to the petrol station, some isolated shops within Ubi Industrial Park, one pretty expensive on River Valley Rd... again, use Google. There is no universal place that will satisfy your teak needs esp. if you are price-cautious.",2021,0.137,0.8272,0.0358,0.2895
136,"Vintage Teak, Dempsey Road",2021,0.0,1.0,0.0,0.0
137,"A lot of the ""teak"" furniture here are crap quality, shame for such a nice piece of wood. The sale people disguise the poor workmanship by saying the piece has an ""ethnic quality""

Scan teak is one of the few places that seem to have a better understanding of quality.",2021,0.10550000000000001,0.6915,0.20350000000000001,-0.36819999999999997
138,"Ikea are now doing ""teak style"" furniture.

I got two little outdoor coffee tables for $29 each.",2021,0.0,1.0,0.0,0.0
139,"Almost all teak furniture sold in Singapore comes from the Jepara area in Java. Workmanship there varies from very bad to good, with a heavy emphasis on bad.
If you go there yourself, as a foreigner and without very good knowledge, you will almost invariably get bad things at high price - and have to arrange shipment as well (which for individual items is prohibitively expensive). You also have no warranty or recourse if the items fall apart after a few months (which bad quality is bound to).
If you buy from a shop here, the quality isn't necessarily better, but you have a chance to choose. It's buyer beware, so you should first learn what to look out for!
For example: Almost all ""outdoor"" teak available here is varnished. Varnished wood is unsuitable for outdoors and will look ugly after a short while, but the varnish covers up poor wood quality, so it looks better when sold. Good (or in my opinion the only acceptable) outdoor teak comes unvarnished and needs to be oiled regularly. (If you are not prepared to do that, buy plastic instead!)
For indoor furniture, the most important, besides wood quality and age (which is difficult to judge for a layman), is the workmanship of the joints. If there are gaps (often filled with resin and varnished over, so look closely!) or other signs of bad fits, stay away.
Woodcarvings will also often crack and break if the wood is of low quality or the grains go in the wrong direction (most Indonesian carvers don't know about this!).
While I would not call ScanTeak stuff ""good quality"", it is certainly acceptable and better than most (apart from a few very high price specialty suppliers).",2021,0.06833333333333333,0.8136,0.11806666666666667,-0.15008666666666667
140,I've always avoided buying teak wood as no-one in stores could ever tell me where the wood came from and I refuse to buy anything from Myanmar and put money in the pockets of those evil bastards who run the country,2021,0.0,0.735,0.265,-0.9186
141,"Hii anyone ever bought teak furniture from this place..what are your views..do they have a good selection..or is there any other place to recommend ?

http://roomyroom.com/html/home.html",2021,0.1025,0.8975,0.0,0.32985
142,"Sorry can't help with the room by room place.

My hubby and I bought a really nice entertainment unit from Paradisa (not sure of exact name) at Dempsey Road. It was on the expensive side but the quality and finish is excellent. We're buying a bed there as well, which again is not cheap but in the long run will be worth it.

A friend told me about a really reasonable teak seller in Gillman Village next to Little Bali. Perhaps it’s worth checking out?",2021,0.22383333333333333,0.72,0.05616666666666667,0.3877166666666667
143,"You can also ScanTeak:

Hawaii Furnishing Pte Ltd
Address : 60 Sungei Kadut Drive
Singapore 729569
Phone : 63682802
Fax : 63686752
Email : Email to Hawaii Furnishing Pte Ltd

I think that they have several retail outlets around Singapore but you will have to call them to find out where. I also think they are not that cheap but from what I can remember the stuff is good quality.",2021,0.097,0.903,0.0,0.29635
144,"Ignore the Gillman Village place I previously suggested, 'Mirage Fine Teak'. I went this afternoon to take a look and was very disappointed. Completely over-priced and the finish is quite poor.

While I was in the area though, I checked out 'shophouse' and was impressed. Same quality as the Dempsey road one I mentioned earlier but a tad bit cheaper.

Good luck with your search.",2021,0.1715,0.6945,0.13383333333333333,-0.007133333333333315
145,"Another note about Mirage Fine Teak in case anyone else is thinking of checking out the place. The salespeople there are a bunch of crooks! I bought an outdoor furniture set from them two years ago and recently sent it back to be refurbished. The saleswoman Sharon called me back before taking delivery of the set to ask if i wanted to change the umbrella as well. I said no, it was weathered but still in good condition. After much pestering she finally said, ""fine, but i warn you it might tear because it is so old and we may not be able to put it back"". When the table and umbrella set was returned to me, the umbrella had several large gashes in it. They now insist that it was ""already like that"" and that they had called to tell me about it?! An utterly disappointing and quite ridiculous experience dealing with this bunch of crooks!

Don't forget that your piece of teak furniture will last a long time with the proper care so pick a shop that offers good after-care service as well. Buy from a reputable place, it will save you trouble later.",2021,0.10472727272727272,0.8277272727272728,0.06754545454545455,0.13124545454545455
