,Body,Year,Positive,Neutral,Negative,Compound
87,"nice to see your response bro. for the european bedding, i am guessing maybe the part timer wanted more commission so push the more ex heveya 2 and 3. didn't had this issue when i was there. in fact comparing heveya 1 which was 19cm of full latex, the 18cm at dormiente would be obsolete base on the part timer's logic, which obviously wasn't the case. in fact i am quite sure with 18 or 19cm it is more than adequate to withhold my weight, i think i wasnt even using any more than 2 inches of the latex (in terms of depression into the mattress) did u also try the maxcoil relaxer by any chance? i feel it felt quite similar to the firm one i tried at dormiente. though it seems most people preferred royal brilliance instead... as for hilker, if u went to their website u would see they are manufactured under hilker sdn bhd, did some googling and it pointed to the following links below. apparently they are under a licensing right of the germany company but made by a factory that produces a few different brands in malaysia. their pricing would be more relevant if it was german made like dormiente, but i don't think it would be reasonable to pay for a ""royalty or licensing"" fee made in malaysia. https://buy.ramcreditinfo.com.my/index.php/search/malaysia-company/1109958/hilker-malaysia-sdn.-bhd the malaysian factory that licenses different brands, https://www.luxurysleep.com hope to hear from you again",2019,0.077,0.899,0.024,0.8906
88,"i like the bedframe in pomelo (tan boon liat building) my current bedframe is kinda old, but since it is still working, then maybe still save money lor.",2016,0.195,0.805,0.0,0.7227
89,"most companies use the dunlop vulcanization method for producing the latex, not that there are no synthetic material used but the chance is lesser. more or less, there should be some stabilisers. even if there's any, i reckon that it will still be better than memory foam or high density foam made out of petroleum, which also traps the most heat. all i can see from the online description for mylatex is they label as fully natural with nothing synthetic for most range. their price is the cheapest and they been around for quite some time. of course, how true are their words will be up to you to decide. that easyhouse website is the cheapest but i could also find such prices from a brick and mortar shop at alexandra village. i've tried mylatex from a shop at imm, their prices are pricey. scanteak and tilamking also have latex top range. there are also brands like getha, dormiente, etc. you can check those out if you want. mylatex seems to sell via reseller network, don't expect those sales staff's knowledge to be much.",2018,0.107,0.885,0.008,0.9586
90,"hi guys reading through the thread, will probably go for latex plus spring. read that the more affordable brands are tilam king, mylatex and scanteak. going through their websites, they have many different ranges and products. so just wondering if theres specific range i should look at.. looking at a king size bed. firmness i will do a physical test to assess which works best..",2018,0.0,1.0,0.0,0.0
91,"yeah sometimes life gets in the way too.. but if you can afford it, bite the bullet.. your total expenditure will be lesser if you went for quality now.. eg u buy ikea furniture now, dont like cos it doesnt age well and feels cheap.. u buy a replacement set from scanteak... should just go to scanteak from day one.. (not saying scanteak is quality, its just relative, feel free to scale accordingly) you save the initial outlay for ikea furniture, the time spent fretting over it, the new shopping efforts, and the new moving and disposal efforts (your time isnt free) edit: some people like the long term project aspect.. best to go with what feels right to you, and within your means of course",2021,0.116,0.83,0.054,0.891
92,"hmm, best bet is to get it custom ba... can start with those neighbourhood carpentry shops i heard my colleague got custom builds from scanteak though.. maybe can check with the shop? i agree with not choosing ikea... seems good at the start because cheap.. but after a while u end up looking for replacements because it looks cheap.. bite the bullet and get something bespoke, at least you will be happy with the finish",2021,0.145,0.855,0.0,0.8847
93,scanteak?,2021,0.0,1.0,0.0,0.0
94,"i bought from one of those chain stores like scanteak maybe 15 years ago when i moved house. its very heavy as it is wooden, and i also like very high beds so my bed + the thick mattress also makes it very high. so i have the same problem as you, but im quite happy with it.",2020,0.15,0.819,0.031,0.7986
95,"my parents got excellent wedding gifts. all these are almost 40 years old: 1) takahi slowcooker. it only has three settings - off, high, auto. 2) zojirushi boiler with only boil and warm settings. i'm not certain how healthy it is to use such an old boiler but we're not dead yet so... 3) le creuset pot that looks good as new. we baby it though. various scanteak furniture that are 20+ years old. still solid despite our v rough treatment (e.g. water stains, scratches). surprisingly, a star living junior wardrobe made of shitty material has lasted us almost 30 years. it's refusal to break down = uncle still using a kiddy pastel blue wardrobe. we stack 10kg luggages on the thing all the time and it's still perfectly fine? i hate it so much.",2020,0.161,0.755,0.084,0.9006
96,where did you get a sofa cover from? i have a sofa from scanteak with removable covers. the fabric is starting to 'ball up'.,2019,0.0,1.0,0.0,0.0
97,this is such an underrated household item. only i'd suggest getting solid wooden ones. plastic ones might crack due to uv/heat exposure. i have an old school stool from a primary school science lab that i use as my nightstand and another new one from scanteak. endlessly useful.,2019,0.095,0.905,0.0,0.5423
98,"if you said scanteak, i might agree. don't see a resemblance to ikea furniture.",2019,0.185,0.815,0.0,0.3612
99,"scanteak, my family has been using that brand since forever. they have a showroom at katong that you can go down and take a look and try their different beds.",2019,0.0,1.0,0.0,0.0
100,"got most of my stuff from commune, castlery, hipvan, etch and bolts, born in colour and scanteak! if you like marble, can consider martlewood amd greyhammer too. the tan boon liat building also has many furniture stores",2018,0.072,0.928,0.0,0.4199
101,scanteak? there are non mdf table in ikea but it cost hundreds of dollars for a small one.,2018,0.0,1.0,0.0,0.0
102,[scanteak?](https://www.scanteak.com.sg/dining/tables.html),2018,0.0,1.0,0.0,0.0
103,"im looking for a good quality wardrobe. looked at scanteak and wasnt exactly impressed (only the doors are teakwood). ikea quality really cui. went around some old-school neighbourhood furniture stores and found some seemingly decent ones, but i was wondering if anyone here have other recommendations?",2017,0.043,0.918,0.039,0.0446
104,scanteak,2017,0.0,1.0,0.0,0.0
105,according to google maps there's a scanteak opp. king albert park mrt. and the view on the right (overhead bridge) seems to match the google street view. this is probably king albert park mrt's bus stop.,2017,0.0,0.939,0.061,-0.296
106,not sure if king albert park is the right place. i know there's a scanteak place nearby. please correct me if you know the place. please keep an eye out for these pets if you're near the area!,2017,0.123,0.828,0.049,0.446
107,scanteak is pretty successful too,2016,0.7,0.3,0.0,0.7906
108,does anyone know any more big places like ikea to find furniture with similar style in sg? e.g. scanteak/picket and rail thanks!! specifically looking for the warehouse outlets to view more furniture under 1 roof!,2016,0.17,0.83,0.0,0.7608
